stage_number,stage_title,learning_card_code,learning_card_id,learning_card_title,question_number,question_id,question_type,choice_position_source_order,choice_id,is_correct,text,feedback,represented_misconception,represented_glossary_term,distractor_source,distractor_rationale
8,New Dawn,8.3,better-ai-choice,Better AI Is a Choice,4,v02712-better-ai-choice-q4,model-trace,3,v02712-better-ai-choice-q4-3-interface,false,By hiding limitations so users feel confident.,"Human-centered design should make limits legible. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",By hiding limitations so users feel confident.,interface,explicit-confusable,"Plausible because interface is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.3,better-ai-choice,Better AI Is a Choice,4,v02712-better-ai-choice-q4,model-trace,4,v02712-better-ai-choice-q4-4-fine-tuning,false,By treating all feedback as automatic fine-tuning.,Feedback needs process before it becomes training. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,By treating all feedback as automatic fine-tuning.,fine-tuning,explicit-confusable,"Plausible because fine-tuning is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,1,v02712-effective-prompting-literacy-q1,application,1,v02712-effective-prompting-literacy-q1-correct,true,The current context the model uses for this run.,Insight strengthened. Prompting is context design.,,,,
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,1,v02712-effective-prompting-literacy-q1,application,2,v02712-effective-prompting-literacy-q1-2-fine-tuning,false,The model weights for all future users.,Prompting usually does not update weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,The model weights for all future users.,fine-tuning,explicit-confusable,"Plausible because fine-tuning is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,1,v02712-effective-prompting-literacy-q1,application,3,v02712-effective-prompting-literacy-q1-3-truth,false,The truth of missing evidence.,"A prompt cannot create evidence that is not available. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The truth of missing evidence.,truth,explicit-confusable,"Plausible because truth is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,1,v02712-effective-prompting-literacy-q1,application,4,v02712-effective-prompting-literacy-q1-4-rag,false,The retriever's access to every private file.,"Access depends on connected tools and permissions. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The retriever's access to every private file.,RAG,explicit-confusable,"Plausible because RAG is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,2,v02712-effective-prompting-literacy-q2,misconception-check,1,v02712-effective-prompting-literacy-q2-correct,true,"It shapes context, constraints, and examples for a probabilistic model.",Good boundary. Better prompts help the model use context; they do not cast spells.,,,,
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,2,v02712-effective-prompting-literacy-q2,misconception-check,2,v02712-effective-prompting-literacy-q2-2-training,false,The exact phrase permanently teaches the model.,Durable teaching requires training or adaptation. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,The exact phrase permanently teaches the model.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,2,v02712-effective-prompting-literacy-q2,misconception-check,3,v02712-effective-prompting-literacy-q2-3-truth,false,A clever phrase guarantees a true answer.,"Truth still depends on evidence and review. Search, retrieval, and evidence use are separate system steps, and they still need checking.",A clever phrase guarantees a true answer.,truth,explicit-confusable,"Plausible because truth is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,2,v02712-effective-prompting-literacy-q2,misconception-check,4,v02712-effective-prompting-literacy-q2-4-consciousness,false,A clever phrase gives the model consciousness.,"Prompt responsiveness is not awareness. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",A clever phrase gives the model consciousness.,consciousness,explicit-confusable,"Plausible because consciousness is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,3,v02712-effective-prompting-literacy-q3,human-use-judgment,1,v02712-effective-prompting-literacy-q3-correct,true,Ask for sources or connect retrieval; do not treat citation-shaped output as enough.,"Insight strengthened. Prompting can request evidence, but systems need actual evidence to ground claims.",,,,
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,3,v02712-effective-prompting-literacy-q3,human-use-judgment,2,v02712-effective-prompting-literacy-q3-2-web-search,false,The model will always search the web by itself.,"Search requires a connected tool or retrieval system. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The model will always search the web by itself.,web search,explicit-confusable,"Plausible because web search is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,3,v02712-effective-prompting-literacy-q3,human-use-judgment,3,v02712-effective-prompting-literacy-q3-3-fine-tuning,false,The model can fine-tune itself into knowing the source.,Ordinary prompting is not self-training. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,The model can fine-tune itself into knowing the source.,fine-tuning,explicit-confusable,"Plausible because fine-tuning is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,3,v02712-effective-prompting-literacy-q3,human-use-judgment,4,v02712-effective-prompting-literacy-q3-4-citation,false,A confident citation format proves grounding.,"Citation shape must be checked against real sources. Search, retrieval, and evidence use are separate system steps, and they still need checking.",A confident citation format proves grounding.,citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,4,v02712-effective-prompting-literacy-q4,model-trace,1,v02712-effective-prompting-literacy-q4-correct,true,"It improves the current run while keeping review, evidence, and accountability visible.","Good synthesis. Individual practice helps, but it does not replace governance or judgment.",,,,
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,4,v02712-effective-prompting-literacy-q4,model-trace,2,v02712-effective-prompting-literacy-q4-2-accountability,false,It moves all responsibility from humans to the model.,"Humans remain responsible for use and decisions. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",It moves all responsibility from humans to the model.,accountability,explicit-confusable,"Plausible because accountability is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,4,v02712-effective-prompting-literacy-q4,model-trace,3,v02712-effective-prompting-literacy-q4-3-risk,false,It removes the need for risk and cost review.,"Better prompts do not erase deployment questions. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",It removes the need for risk and cost review.,risk,explicit-confusable,"Plausible because risk is nearby, but this choice preserves a misconception the card is designed to correct."
8,New Dawn,8.4,effective-prompting-literacy,Effective Prompting from Model Literacy,4,v02712-effective-prompting-literacy-q4,model-trace,4,v02712-effective-prompting-literacy-q4-4-response-token,false,It makes generated tokens permanent training data.,"Generated tokens are appended in context, not automatically trained into weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",It makes generated tokens permanent training data.,response token,explicit-confusable,"Plausible because response token is nearby, but this choice preserves a misconception the card is designed to correct."
